Method,Dataset,Preference,Initialization,Beta Friend,Beta Enemy,Repetition,Adjusted Rand Index,Silhouette Score,Seconds,Moves,Converged,Final Coalitions,Initial Adjusted Rand Index
LocStab,3 Circles,AF,S,0.25,0.35,5,0.32371965332423475,0.14612197513058492,0.05507399991620332,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,5,0.4232419058633283,0.013197637875700753,0.02356780006084591,182.0,1.0,5.0,0.011809345745083268
LocStab,3 Circles,AF,KM,0.25,0.35,5,0.41916414041979705,0.4147989771931185,0.0061926000053063035,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,5,0.4124106366343392,0.2902078609762837,0.019438899937085807,154.0,1.0,4.0,0.2869772958993193
LocStab,3 Circles,AE,S,0.25,0.35,5,0.3538777674665253,0.1043559674049519,0.05796170001849532,292.0,1.0,9.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,5,0.4975454723186893,0.13318221955751797,0.025338200037367642,205.0,1.0,6.0,0.013268127961512343
LocStab,3 Circles,AE,KM,0.25,0.35,5,0.44672351952537237,0.28590029865583055,0.005247499910183251,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,5,0.28533009766818634,0.2631843438715198,0.01491090003401041,108.0,1.0,6.0,0.5334682505924384
LocStab,3 Circles,B,S,0.4,0.4,5,0.36214404584754967,0.4566495437758118,0.060249999980442226,384.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,5,0.36214404584754967,0.4566495437758118,0.024451600038446486,209.0,1.0,2.0,0.0019470079641601503
LocStab,3 Circles,B,KM,0.4,0.4,5,0.4674504149185697,0.47871049780308433,0.01695850002579391,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,5,0.36214404584754967,0.4566495437758118,0.034201900009065866,243.0,1.0,2.0,0.18428613325215568
LocStab,3 Circles,AF,S,0.4,0.4,5,0.09050773107910333,0.0718399573131953,0.06189839995931834,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,5,0.33834547577998997,0.4548502390607831,0.02840670000296086,189.0,1.0,2.0,0.00676992380846449
LocStab,3 Circles,AF,KM,0.4,0.4,5,0.4674504149185697,0.47871049780308433,0.01797779998742044,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,5,0.18071676129391537,0.17895331967305614,0.03050170000642538,213.0,1.0,3.0,0.1419210816512671
LocStab,3 Circles,AE,S,0.4,0.4,5,0.3550599623245492,-0.02005997138754274,0.05083860002923757,292.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,5,0.3610719927505174,0.033605019833190274,0.0199381000129506,149.0,1.0,5.0,0.0797162724717526
LocStab,3 Circles,AE,KM,0.4,0.4,5,0.4292496551864705,0.40893101346619554,0.005457599996589124,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,5,0.3982838753347879,0.3330446512392189,0.016452500014565885,133.0,1.0,4.0,0.4090722119207599
KMeans,3 Circles,-,-,,,6,0.4447491432816625,0.4086700253321924,0.060081099974922836,,,,
DBSCAN,3 Circles,-,-,,,6,0.1875163037340018,0.1260733437153401,0.0031729000620543957,,,,
LocStab,3 Circles,B,S,0.2,0.2,6,0.2850615735362706,0.2665460303281927,0.07419419998768717,347.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,6,0.287691645572861,0.4249042120057072,0.03835480008274317,313.0,1.0,7.0,-0.004353040000294806
LocStab,3 Circles,B,KM,0.2,0.2,6,0.287725215223464,0.3982885064339224,0.02111600001808256,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,6,0.28948251315489837,0.30951724115840873,0.019513100036419928,159.0,1.0,8.0,0.34720040613400116
LocStab,3 Circles,AF,S,0.2,0.2,6,0.2896025419460304,0.24260495938576232,0.048349699936807156,294.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,6,0.2518310963668845,-0.16941993700742383,0.027555799926631153,227.0,1.0,8.0,-0.0015948436326308532
LocStab,3 Circles,AF,KM,0.2,0.2,6,0.45397512360655135,0.41231580003181195,0.005803599953651428,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,6,0.28492769431524156,0.288280750911675,0.012468499946407974,83.0,1.0,7.0,0.684404514312808
LocStab,3 Circles,AE,S,0.2,0.2,6,0.18802908909175609,0.15398330626960416,0.04658039996866137,285.0,1.0,18.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,6,0.27812067638392485,0.13259214025774976,0.03553960006684065,293.0,1.0,11.0,-0.0022811533238219907
LocStab,3 Circles,AE,KM,0.2,0.2,6,0.27657659906590976,0.21916439114538036,0.020171500043943524,146.0,1.0,10.0,0.4280324254333698
LocStab,3 Circles,AE,D,0.2,0.2,6,0.24080799745115727,0.22474506761754792,0.02177769993431866,174.0,1.0,12.0,0.43477062269728506
LocStab,3 Circles,B,S,0.25,0.35,6,0.4150338819655981,0.28948886336267493,0.06637420004699379,332.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,6,0.4150338819655981,0.28948886336267493,0.03028860001359135,243.0,1.0,4.0,-0.002806058950507078
LocStab,3 Circles,B,KM,0.25,0.35,6,0.42430898484829066,0.289110220600377,0.00601669994648546,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,6,0.4171069276537409,0.28881208261549174,0.02009350003208965,157.0,1.0,4.0,0.27971707944252167
LocStab,3 Circles,AF,S,0.25,0.35,6,0.3655335181234513,0.14014959371123395,0.05750059999991208,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,6,0.41916414041979705,0.4147989771931185,0.027062600012868643,220.0,1.0,3.0,0.0004333984796001334
LocStab,3 Circles,AF,KM,0.25,0.35,6,0.41916414041979705,0.4147989771931185,0.005847199936397374,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,6,0.40110580753006936,0.2885328875230721,0.019460199982859194,153.0,1.0,4.0,0.2862415895007724
LocStab,3 Circles,AE,S,0.25,0.35,6,0.3528478164056208,0.08345241004936618,0.05707819992676377,293.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,6,0.4256171416707428,0.028973377539778487,0.027648900053463876,215.0,1.0,7.0,0.013690252064763367
LocStab,3 Circles,AE,KM,0.25,0.35,6,0.44672351952537237,0.28590029865583055,0.005326699931174517,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,6,0.29157768165098136,0.265066240235872,0.015515899984166026,107.0,1.0,6.0,0.5373273766693109
LocStab,3 Circles,B,S,0.4,0.4,6,0.36214404584754967,0.4566495437758118,0.05521639995276928,345.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,6,0.4674504149185697,0.47871049780308433,0.03224980004597455,262.0,1.0,2.0,-0.0018101548918650347
LocStab,3 Circles,B,KM,0.4,0.4,6,0.4674504149185697,0.47871049780308433,0.0160959999775514,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,6,0.36214404584754967,0.4566495437758118,0.03300410008523613,243.0,1.0,2.0,0.18428613325215568
LocStab,3 Circles,AF,S,0.4,0.4,6,0.08024109526694538,0.11667444543823573,0.05028289998881519,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,6,0.10473998489729697,0.08400080592189842,0.025017600040882826,186.0,1.0,3.0,0.02468738903622323
LocStab,3 Circles,AF,KM,0.4,0.4,6,0.4674504149185697,0.47871049780308433,0.0153566999360919,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,6,0.18071676129391537,0.17895331967305614,0.027956999954767525,213.0,1.0,3.0,0.1419210816512671
LocStab,3 Circles,AE,S,0.4,0.4,6,0.2922478334710555,0.1395693116103131,0.04999769991263747,293.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,6,0.5200926315844283,0.008496026633794932,0.027196599985472858,216.0,1.0,5.0,0.01751324028953228
LocStab,3 Circles,AE,KM,0.4,0.4,6,0.4292496551864705,0.40893101346619554,0.006037099985405803,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,6,0.3982838753347879,0.3330446512392189,0.01905940007418394,133.0,1.0,4.0,0.4090722119207599
KMeans,3 Circles,-,-,,,7,0.4447491432816625,0.4086700253321924,0.0708331000059843,,,,
DBSCAN,3 Circles,-,-,,,7,0.1875163037340018,0.1260733437153401,0.0029275999404489994,,,,
LocStab,3 Circles,B,S,0.2,0.2,7,0.2850615735362706,0.2665460303281927,0.06698719994165003,334.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,7,0.2888443463577557,0.42632864282771027,0.03657090000342578,311.0,1.0,7.0,-0.004898902422368731
LocStab,3 Circles,B,KM,0.2,0.2,7,0.287725215223464,0.3982885064339224,0.021502300049178302,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,7,0.28948251315489837,0.30951724115840873,0.01939430006314069,156.0,1.0,8.0,0.34720040613400116
LocStab,3 Circles,AF,S,0.2,0.2,7,0.2839137143010305,0.34396897523454856,0.04810510005336255,295.0,1.0,7.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,7,0.26451935987032504,-0.10830933913049816,0.02486290002707392,196.0,1.0,5.0,0.004409134840082838
LocStab,3 Circles,AF,KM,0.2,0.2,7,0.45397512360655135,0.41231580003181195,0.005934400018304586,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,7,0.28492769431524156,0.288280750911675,0.012793300091288984,83.0,1.0,7.0,0.684404514312808
LocStab,3 Circles,AE,S,0.2,0.2,7,0.16268217782013936,0.18601366415871462,0.04780369997024536,283.0,1.0,18.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,7,0.278008115092515,0.30554469355516156,0.03342350001912564,282.0,1.0,10.0,0.0058727123196937025
LocStab,3 Circles,AE,KM,0.2,0.2,7,0.27057967891391016,0.2858656714209267,0.021224700030870736,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,7,0.24080799745115727,0.22474506761754792,0.021439699921756983,174.0,1.0,12.0,0.43477062269728506
LocStab,3 Circles,B,S,0.25,0.35,7,0.4150338819655981,0.2894888633626749,0.06412629992701113,340.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,7,0.4150338819655981,0.2894888633626749,0.0341230999911204,249.0,1.0,4.0,-0.0023160965432414767
LocStab,3 Circles,B,KM,0.25,0.35,7,0.42430898484829066,0.289110220600377,0.00577829999383539,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,7,0.4171069276537409,0.28881208261549174,0.020392399979755282,157.0,1.0,4.0,0.27971707944252167
LocStab,3 Circles,AF,S,0.25,0.35,7,0.32371965332423475,0.14612197513058492,0.057915300014428794,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,7,0.42778749834029184,0.056159432136028316,0.024137199972756207,183.0,1.0,4.0,0.010494076685894693
LocStab,3 Circles,AF,KM,0.25,0.35,7,0.41916414041979705,0.4147989771931184,0.0057884999550879,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,7,0.40110580753006936,0.2885328875230721,0.019480600021779537,153.0,1.0,4.0,0.2862415895007724
LocStab,3 Circles,AE,S,0.25,0.35,7,0.3558887668177527,0.19182543504188607,0.05684800003655255,295.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,7,0.39504391953709417,0.007673308497177528,0.026930199936032295,217.0,1.0,7.0,0.010969704161577339
LocStab,3 Circles,AE,KM,0.25,0.35,7,0.44672351952537237,0.28590029865583055,0.0053388000233098865,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,7,0.29157768165098136,0.26506624023587205,0.013871000031940639,107.0,1.0,6.0,0.5373273766693109
LocStab,3 Circles,B,S,0.4,0.4,7,0.36214404584754967,0.45664954377581174,0.0506587999407202,319.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,7,0.4674504149185697,0.47871049780308444,0.030364500009454787,266.0,1.0,2.0,-0.001455594582223603
LocStab,3 Circles,B,KM,0.4,0.4,7,0.4674504149185697,0.47871049780308444,0.015525200054980814,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,7,0.36214404584754967,0.45664954377581174,0.029571700026281178,243.0,1.0,2.0,0.18428613325215568
LocStab,3 Circles,AF,S,0.4,0.4,7,0.23820462188072306,0.19130579547700038,0.05109179997816682,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,7,0.34056744553019913,0.4552616799141393,0.026037400006316602,194.0,1.0,2.0,-0.0016300071221913807
LocStab,3 Circles,AF,KM,0.4,0.4,7,0.4674504149185697,0.47871049780308444,0.01778530003502965,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,7,0.18071676129391537,0.17895331967305614,0.042270699981600046,213.0,1.0,3.0,0.1419210816512671
LocStab,3 Circles,AE,S,0.4,0.4,7,0.28561434006329184,0.059741664552784686,0.05384870001580566,292.0,1.0,8.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,7,0.47199623301592075,0.17532584192743642,0.025521000032313168,213.0,1.0,4.0,0.0468801368817665
LocStab,3 Circles,AE,KM,0.4,0.4,7,0.4292496551864705,0.40893101346619554,0.006917599937878549,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,7,0.3982838753347879,0.3330446512392189,0.020347099984064698,133.0,1.0,4.0,0.4090722119207599
KMeans,3 Circles,-,-,,,8,0.4447491432816625,0.4086700253321924,0.06148819997906685,,,,
DBSCAN,3 Circles,-,-,,,8,0.18664222491319388,0.12725450269910885,0.0029734999407082796,,,,
LocStab,3 Circles,B,S,0.2,0.2,8,0.2882586184869394,0.32469672348563333,0.08378019998781383,390.0,1.0,8.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,8,0.28973280891310216,0.4251643631272045,0.0351344000082463,293.0,1.0,7.0,-0.003994985817897265
LocStab,3 Circles,B,KM,0.2,0.2,8,0.287725215223464,0.39828850643392244,0.022221999941393733,164.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,8,0.2879063644235204,0.30880125937230646,0.020352500025182962,157.0,1.0,8.0,0.345081969234151
LocStab,3 Circles,AF,S,0.2,0.2,8,0.3250212513432453,0.24595885171879406,0.05033389991149306,303.0,1.0,6.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,8,0.37830125332943804,0.22065194854773315,0.025031500030308962,197.0,1.0,4.0,0.0016910013484007034
LocStab,3 Circles,AF,KM,0.2,0.2,8,0.45397512360655135,0.4123158000318119,0.006104899919591844,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,8,0.28492769431524156,0.28828075091167504,0.01298469991888851,85.0,1.0,7.0,0.6827510427836281
LocStab,3 Circles,AE,S,0.2,0.2,8,0.17286848903813276,0.15987340774889347,0.04818000004161149,284.0,1.0,19.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,8,0.2728875870403136,0.3384824994222154,0.038682400016114116,280.0,1.0,9.0,-0.001069605971594058
LocStab,3 Circles,AE,KM,0.2,0.2,8,0.27057967891391016,0.2858656714209267,0.02283879998140037,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,8,0.23961883182735969,0.2708851067681184,0.0256796000758186,174.0,1.0,11.0,0.4363871985328154
LocStab,3 Circles,B,S,0.25,0.35,8,0.4150338819655981,0.28948886336267493,0.07279469992499799,363.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,8,0.4150338819655981,0.28948886336267493,0.04155539989005774,311.0,1.0,4.0,-0.0022181040617883564
LocStab,3 Circles,B,KM,0.25,0.35,8,0.42430898484829066,0.289110220600377,0.006291299941949546,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,8,0.4171069276537409,0.28881208261549174,0.021696200012229383,158.0,1.0,4.0,0.27894114278861326
LocStab,3 Circles,AF,S,0.25,0.35,8,0.24992708619468287,0.21428861018414191,0.058436900028027594,298.0,1.0,4.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,8,0.3883567321859299,0.08216663680059628,0.02305840002372861,174.0,1.0,4.0,0.022731109803996213
LocStab,3 Circles,AF,KM,0.25,0.35,8,0.41916414041979705,0.4147989771931184,0.00620039994828403,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,8,0.40110580753006936,0.2885328875230721,0.01990980003029108,154.0,1.0,4.0,0.28548248749916433
LocStab,3 Circles,AE,S,0.25,0.35,8,0.3383222591175336,0.2747998827923095,0.06012649997137487,293.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,8,0.42151743532724384,0.045708608577829914,0.028797100065276027,242.0,1.0,7.0,0.0056680178861012905
LocStab,3 Circles,AE,KM,0.25,0.35,8,0.44672351952537237,0.28590029865583055,0.0055992999114096165,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,8,0.28533009766818634,0.2631843438715198,0.014419800019823015,109.0,1.0,6.0,0.5312184942259691
LocStab,3 Circles,B,S,0.4,0.4,8,0.36214404584754967,0.45664954377581174,0.056000899989157915,345.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,8,0.4674504149185697,0.47871049780308433,0.02822760003618896,256.0,1.0,2.0,-0.002519275511147898
LocStab,3 Circles,B,KM,0.4,0.4,8,0.4674504149185697,0.47871049780308433,0.0163763000164181,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,8,0.36214404584754967,0.45664954377581174,0.029465199913829565,244.0,1.0,2.0,0.1838698951432863
LocStab,3 Circles,AF,S,0.4,0.4,8,0.08024109526694538,0.11667444543823571,0.05034080008044839,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,8,0.31445777549259535,0.4502834434808568,0.024414899991825223,184.0,1.0,2.0,0.008306098715467572
LocStab,3 Circles,AF,KM,0.4,0.4,8,0.4674504149185697,0.47871049780308433,0.01617479999549687,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,8,0.18071676129391537,0.17895331967305614,0.02623179997317493,214.0,1.0,3.0,0.1416189121461251
LocStab,3 Circles,AE,S,0.4,0.4,8,0.40366034706868476,0.08846915247196525,0.048412300064228475,293.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,8,0.49242994710571797,0.11724675924375859,0.027583600021898746,211.0,1.0,4.0,0.03157119287979689
LocStab,3 Circles,AE,KM,0.4,0.4,8,0.4292496551864705,0.4089310134661956,0.006200599949806929,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,8,0.3982838753347879,0.3330446512392189,0.018556599970906973,135.0,1.0,4.0,0.408183088503884
KMeans,3 Circles,-,-,,,9,0.4447491432816625,0.4086700253321924,0.061269700061529875,,,,
DBSCAN,3 Circles,-,-,,,9,0.1875163037340018,0.1260733437153401,0.0029832000145688653,,,,
LocStab,3 Circles,B,S,0.2,0.2,9,0.2850615735362706,0.2665460303281927,0.06735090003348887,329.0,1.0,9.0,0.0
LocStab,3 Circles,B,P,0.2,0.2,9,0.2882586184869394,0.32469672348563333,0.03775540005881339,260.0,1.0,8.0,0.0005432606746451039
LocStab,3 Circles,B,KM,0.2,0.2,9,0.287725215223464,0.3982885064339224,0.0208178999600932,160.0,1.0,7.0,0.4296927643933338
LocStab,3 Circles,B,D,0.2,0.2,9,0.28213033633123785,0.3956047936775751,0.0203704999294132,160.0,1.0,7.0,0.3371603999585171
LocStab,3 Circles,AF,S,0.2,0.2,9,0.2941662436233438,0.2585353182753044,0.04838449996896088,296.0,1.0,8.0,0.0
LocStab,3 Circles,AF,P,0.2,0.2,9,0.26044176384993356,-0.015402976985054877,0.027256499975919724,216.0,1.0,6.0,-0.0015639300702250153
LocStab,3 Circles,AF,KM,0.2,0.2,9,0.45397512360655135,0.41231580003181195,0.005878599942661822,7.0,1.0,3.0,0.9212365980567393
LocStab,3 Circles,AF,D,0.2,0.2,9,0.28492769431524156,0.288280750911675,0.012773499940522015,83.0,1.0,7.0,0.684404514312808
LocStab,3 Circles,AE,S,0.2,0.2,9,0.18802779004592027,0.06938052362276563,0.04811009997501969,285.0,1.0,20.0,0.0
LocStab,3 Circles,AE,P,0.2,0.2,9,0.2763589503280225,0.3442437274300566,0.030994800035841763,261.0,1.0,8.0,0.003983130271790066
LocStab,3 Circles,AE,KM,0.2,0.2,9,0.27057967891391016,0.2858656714209267,0.021598500083200634,153.0,1.0,9.0,0.4183222579426824
LocStab,3 Circles,AE,D,0.2,0.2,9,0.24133475185724657,0.2694092922400753,0.02218850003555417,174.0,1.0,11.0,0.4365937548229324
LocStab,3 Circles,B,S,0.25,0.35,9,0.4150338819655981,0.2894888633626749,0.0624182999599725,332.0,1.0,4.0,0.0
LocStab,3 Circles,B,P,0.25,0.35,9,0.4150338819655981,0.2894888633626749,0.030021400074474514,249.0,1.0,4.0,-0.004569923616663245
LocStab,3 Circles,B,KM,0.25,0.35,9,0.42430898484829066,0.28911022060037705,0.006074099917896092,6.0,1.0,4.0,0.9548413465442873
LocStab,3 Circles,B,D,0.25,0.35,9,0.4171069276537409,0.28881208261549174,0.02244950004387647,157.0,1.0,4.0,0.27971707944252167
LocStab,3 Circles,AF,S,0.25,0.35,9,0.3655335181234513,0.14014959371123395,0.06600170000456274,295.0,1.0,5.0,0.0
LocStab,3 Circles,AF,P,0.25,0.35,9,0.333249778477802,0.36064261862629204,0.025757300085388124,182.0,1.0,3.0,0.005283089370841585
LocStab,3 Circles,AF,KM,0.25,0.35,9,0.41916414041979705,0.4147989771931185,0.00584200001321733,7.0,1.0,3.0,0.9410832608688661
LocStab,3 Circles,AF,D,0.25,0.35,9,0.40110580753006936,0.2885328875230721,0.019823099952191114,153.0,1.0,4.0,0.2862415895007724
LocStab,3 Circles,AE,S,0.25,0.35,9,0.3033454766572313,0.2736273147529918,0.05773400003090501,295.0,1.0,7.0,0.0
LocStab,3 Circles,AE,P,0.25,0.35,9,0.4393044074292095,0.03204091672119485,0.026866500033065677,221.0,1.0,7.0,0.008670278617903128
LocStab,3 Circles,AE,KM,0.25,0.35,9,0.44672351952537237,0.28590029865583055,0.005292800022289157,2.0,1.0,4.0,0.9831252635886957
LocStab,3 Circles,AE,D,0.25,0.35,9,0.29157768165098136,0.26506624023587205,0.01475530001334846,107.0,1.0,6.0,0.5373273766693109
LocStab,3 Circles,B,S,0.4,0.4,9,0.36214404584754967,0.45664954377581174,0.052350300014950335,319.0,1.0,2.0,0.0
LocStab,3 Circles,B,P,0.4,0.4,9,0.4674504149185697,0.47871049780308433,0.028906799969263375,256.0,1.0,2.0,-0.0035829564400721927
LocStab,3 Circles,B,KM,0.4,0.4,9,0.4674504149185697,0.47871049780308433,0.016010600025765598,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,B,D,0.4,0.4,9,0.36214404584754967,0.45664954377581174,0.03196709998883307,242.0,1.0,2.0,0.18428613325215568
LocStab,3 Circles,AF,S,0.4,0.4,9,0.23820462188072306,0.19130579547700038,0.05194599996320903,297.0,1.0,3.0,0.0
LocStab,3 Circles,AF,P,0.4,0.4,9,0.13268463554847731,0.3616056536346146,0.025062899920158088,181.0,1.0,2.0,0.024090326496562363
LocStab,3 Circles,AF,KM,0.4,0.4,9,0.4674504149185697,0.47871049780308433,0.015348099987022579,103.0,1.0,2.0,0.44316260234437427
LocStab,3 Circles,AF,D,0.4,0.4,9,0.18071676129391537,0.17895331967305617,0.02583790000062436,213.0,1.0,3.0,0.1419210816512671
LocStab,3 Circles,AE,S,0.4,0.4,9,0.44288784318442675,0.1883307947094055,0.05244420003145933,307.0,1.0,6.0,0.0
LocStab,3 Circles,AE,P,0.4,0.4,9,0.44919836701875887,0.1863582967585923,0.024762499961070716,210.0,1.0,4.0,0.0422302600195943
LocStab,3 Circles,AE,KM,0.4,0.4,9,0.4292496551864705,0.4089310134661956,0.005551599897444248,4.0,1.0,3.0,0.9608663985146999
LocStab,3 Circles,AE,D,0.4,0.4,9,0.3982838753347879,0.3330446512392189,0.017291299998760223,133.0,1.0,4.0,0.4090722119207599
KMeans,Cancer,-,-,,,0,0.6707206476880808,0.34497400510344084,0.06632360001094639,,,,
DBSCAN,Cancer,-,-,,,0,0.0,,0.013917199918068945,,,,
LocStab,Cancer,B,S,0.2,0.2,0,0.42753984310948684,0.04194455448744464,0.43476560001727194,532.0,1.0,62.0,0.0
LocStab,Cancer,B,P,0.2,0.2,0,0.4235639733936844,0.07602443714786362,0.17027270002290606,465.0,1.0,53.0,5.554016037830684e-05
LocStab,Cancer,B,KM,0.2,0.2,0,0.4317855621565537,0.08899539538176648,0.0821583999786526,200.0,1.0,54.0,0.5662959005487952
LocStab,Cancer,B,D,0.2,0.2,0,0.4299590762006471,0.10006456115627936,0.11636019998695701,297.0,1.0,51.0,0.0
LocStab,Cancer,AF,S,0.2,0.2,0,0.4024376232284305,0.035151636273209164,0.39348400000017136,524.0,1.0,55.0,0.0
LocStab,Cancer,AF,P,0.2,0.2,0,0.512638966199348,0.07545501285255239,0.09743919991888106,247.0,1.0,31.0,0.034097551397613696
LocStab,Cancer,AF,KM,0.2,0.2,0,0.6357003116603737,0.2805592789792869,0.019068000023253262,24.0,1.0,18.0,0.9108876063452302
LocStab,Cancer,AF,D,0.2,0.2,0,0.018279377691825017,0.20729817951664395,0.015609599999152124,14.0,1.0,15.0,0.0
LocStab,Cancer,AE,S,0.2,0.2,0,0.1560159306466135,0.017218054379538588,0.3964539999142289,506.0,1.0,83.0,0.0
LocStab,Cancer,AE,P,0.2,0.2,0,0.26488083145461394,0.014833536034022285,0.13846409996040165,369.0,1.0,62.0,0.0779235749469659
LocStab,Cancer,AE,KM,0.2,0.2,0,0.4248392081572543,0.05255788757378157,0.07892470003571361,195.0,1.0,61.0,0.5690442348095675
LocStab,Cancer,AE,D,0.2,0.2,0,0.40571458513097636,0.04686747028020811,0.11387180001474917,290.0,1.0,61.0,0.0
LocStab,Cancer,B,S,0.25,0.35,0,0.19791418760323165,0.20908564764447765,0.5661859998945147,571.0,1.0,22.0,0.0
LocStab,Cancer,B,P,0.25,0.35,0,0.19789698974845166,0.21894977595488624,0.12564450001809746,359.0,1.0,16.0,-0.00045525025222002967
LocStab,Cancer,B,KM,0.25,0.35,0,0.19882576152880638,0.22710388077314272,0.06143780006095767,147.0,1.0,15.0,0.3167025801900312
LocStab,Cancer,B,D,0.25,0.35,0,0.19789698974845166,0.21894977595488624,0.0497434000717476,113.0,1.0,16.0,0.0
LocStab,Cancer,AF,S,0.25,0.35,0,0.17018796111015005,0.16628866472536621,0.552429800038226,545.0,1.0,25.0,0.0
LocStab,Cancer,AF,P,0.25,0.35,0,0.04139960285698718,0.1589242162848872,0.09059909998904914,270.0,1.0,13.0,0.007671956919067965
LocStab,Cancer,AF,KM,0.25,0.35,0,0.22554164307846025,0.3524765509727416,0.046749899978749454,114.0,1.0,10.0,0.35881365652768016
LocStab,Cancer,AF,D,0.25,0.35,0,0.01645876292700162,0.41976509803012807,0.014004399999976158,10.0,1.0,9.0,0.0
